7.6108 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.6116 	INFO 	Loaded monitor calibration from ['2025_03_11 15:24']
9.4882 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000265858E3AC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000265858E3A60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000026584E88FD0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4883 	EXP 	window1: backgroundImage = ''
9.4883 	EXP 	window1: backgroundFit = 'none'
9.5250 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5273 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5294 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5305 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5316 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5321 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5329 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5339 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5343 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5346 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5354 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5362 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5369 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5376 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5383 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5391 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5399 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5404 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5409 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5420 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5425 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5428 	DEBUG 	Uploading Texture Font fontname to graphics card
9.5752 	DEBUG 	Upload of Texture Font fontname complete
9.5819 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5840 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.5843 	DEBUG 	Uploading Texture Font fontname to graphics card
9.5853 	DEBUG 	Upload of Texture Font fontname complete
9.5872 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.5872 	EXP 	window1: recordFrameIntervals = False
9.9369 	EXP 	window1: recordFrameIntervals = True
10.1204 	EXP 	Screen (0) actual frame rate measured at 60.10Hz
10.1204 	EXP 	window1: recordFrameIntervals = False
10.1355 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1371 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1397 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1432 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1465 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1497 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1513 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1541 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1572 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1597 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.1601 	DEBUG 	Uploading Texture Font fontname to graphics card
10.1605 	DEBUG 	Upload of Texture Font fontname complete
10.1779 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
13.7808 	INFO 	keyboard.Keyboard is using iohub backend.
13.7808 	INFO 	keyboard.Keyboard is using iohub backend.
13.7809 	INFO 	keyboard.Keyboard is using iohub backend.
13.7809 	INFO 	keyboard.Keyboard is using iohub backend.
13.7810 	INFO 	keyboard.Keyboard is using iohub backend.
13.7810 	INFO 	keyboard.Keyboard is using iohub backend.
13.7810 	INFO 	keyboard.Keyboard is using iohub backend.
13.7810 	EXP 	Estimulo_ICE: status = STARTED
13.9313 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='gaborVert.png', interpolate=False, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='cm', win=Window(...))
