5.7185 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.7195 	INFO 	Loaded monitor calibration from ['2025_03_11 15:24']
6.2379 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001908D89BB80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001908D89BB20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000190978DB160>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.2379 	EXP 	window1: backgroundImage = ''
6.2380 	EXP 	window1: backgroundFit = 'none'
6.2453 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2461 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2469 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2479 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2490 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2495 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2505 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2515 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2519 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2523 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2531 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2539 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2546 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2561 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2569 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2577 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2583 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2591 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2602 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2607 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2610 	DEBUG 	Uploading Texture Font fontname to graphics card
6.2630 	DEBUG 	Upload of Texture Font fontname complete
6.2695 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2706 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.2716 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
