6.2762 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.2771 	INFO 	Loaded monitor calibration from ['2025_03_11 15:24']
6.8660 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002476634C490>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002476634C430>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000247658E9960>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.8661 	EXP 	window1: backgroundImage = ''
6.8661 	EXP 	window1: backgroundFit = 'none'
6.8740 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8748 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8755 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8775 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8787 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8797 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8801 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8812 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8820 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8827 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8837 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8847 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8856 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8864 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8868 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8873 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8884 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8888 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8892 	DEBUG 	Uploading Texture Font fontname to graphics card
6.8913 	DEBUG 	Upload of Texture Font fontname complete
6.8975 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.8989 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9001 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9004 	DEBUG 	Uploading Texture Font fontname to graphics card
6.9011 	DEBUG 	Upload of Texture Font fontname complete
6.9031 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.9031 	EXP 	window1: recordFrameIntervals = False
7.0665 	EXP 	window1: recordFrameIntervals = True
7.2500 	EXP 	Screen (0) actual frame rate measured at 60.03Hz
7.2500 	EXP 	window1: recordFrameIntervals = False
7.2557 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2563 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2572 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2585 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2596 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2608 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2614 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2625 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2636 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2647 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
